knowledge_id,資料層級,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K00478,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「休學可以退學雜費嗎」後需要更具體說明，聊天機器人可先提供標準答案「開學日前全額退費；上課達1/3前退2/3；逾2/3則不予退費。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第59筆FAQ,"FAQ,多輪追問",中,
K00479,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「延畢生學雜費怎麼算」這類問題，標準回答可整理為：修習9學分(含)以下收學分費與部分雜費；達10學分者繳交全額學雜費。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第60筆FAQ,"FAQ,延畢生學雜費怎麼算",高,
K00480,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「延畢生學雜費怎麼算」後需要更具體說明，聊天機器人可先提供標準答案「修習9學分(含)以下收學分費與部分雜費；達10學分者繳交全額學雜費。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第60筆FAQ,"FAQ,多輪追問",中,
K00481,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,"針對「資科系的學分費大約多少」這類問題，標準回答可整理為：巨資學院每學分約為 1,390 元（依入學年度與公告為準）。",聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第61筆FAQ,"FAQ,資科系的學分費大約多少",高,
K00482,Academic Knowledge Base,邊界案例FAQ,畢業/學分追問,"若學生在詢問「資科系的學分費大約多少」後追問是否會延畢，應結合標準答案「巨資學院每學分約為 1,390 元（依入學年度與公告為準）。」並提醒學生確認入學年度課表與畢業門檻完成狀態。",聊天機器人/RAG,FAQ＋課程表推演,東吳資科常見問題彙整(2).csv,第61筆FAQ,"畢業,學分,多輪追問",中,
K00483,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「學生平安保險費可以不繳嗎」這類問題，標準回答可整理為：學平險為強制性保險，所有在籍學生皆需繳納（約數百元）。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第62筆FAQ,"FAQ,學生平安保險費可以不繳嗎",高,
K00484,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「學生平安保險費可以不繳嗎」後需要更具體說明，聊天機器人可先提供標準答案「學平險為強制性保險，所有在籍學生皆需繳納（約數百元）。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第62筆FAQ,"FAQ,多輪追問",中,
K00485,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「電腦實習費是什麼」這類問題，標準回答可整理為：若修習需使用電腦教室與軟體的課程，學校會代收電腦及網路通訊使用費。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第63筆FAQ,"FAQ,電腦實習費是什麼",高,
K00486,Academic Knowledge Base,邊界案例FAQ,實習追問,若學生在詢問「電腦實習費是什麼」後追問實際處理方式，應結合標準答案「若修習需使用電腦教室與軟體的課程，學校會代收電腦及網路通訊使用費。」並提醒其確認合約、輔導老師與資料繳交規定。,聊天機器人/RAG,FAQ＋實習說明推演,東吳資科常見問題彙整(2).csv,第63筆FAQ,"實習,多輪追問",中,
K00487,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「辦理學分抵免後，可以退學分費嗎」這類問題，標準回答可整理為：全額繳費者不退費；依學分數繳費的延畢生，抵免後依實際修習學分計費。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第64筆FAQ,"FAQ,辦理學分抵免後，可以退學分費嗎",高,
K00488,Academic Knowledge Base,邊界案例FAQ,畢業/學分追問,若學生在詢問「辦理學分抵免後，可以退學分費嗎」後追問是否會延畢，應結合標準答案「全額繳費者不退費；依學分數繳費的延畢生，抵免後依實際修習學分計費。」並提醒學生確認入學年度課表與畢業門檻完成狀態。,聊天機器人/RAG,FAQ＋課程表推演,東吳資科常見問題彙整(2).csv,第64筆FAQ,"畢業,學分,多輪追問",中,
K00489,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「暑修費怎麼計算」這類問題，標準回答可整理為：依修習的學分數乘以各院系規定的學分單價計算。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第65筆FAQ,"FAQ,暑修費怎麼計算",高,
K00490,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「暑修費怎麼計算」後需要更具體說明，聊天機器人可先提供標準答案「依修習的學分數乘以各院系規定的學分單價計算。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第65筆FAQ,"FAQ,多輪追問",中,
K00491,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「退選課程會退學分費嗎」這類問題，標準回答可整理為：加退選期間內退選，若影響總額會退費；期中「停修」則不退費。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第66筆FAQ,"FAQ,退選課程會退學分費嗎",高,
K00492,Academic Knowledge Base,邊界案例FAQ,畢業/學分追問,若學生在詢問「退選課程會退學分費嗎」後追問是否會延畢，應結合標準答案「加退選期間內退選，若影響總額會退費；期中「停修」則不退費。」並提醒學生確認入學年度課表與畢業門檻完成狀態。,聊天機器人/RAG,FAQ＋課程表推演,東吳資科常見問題彙整(2).csv,第66筆FAQ,"畢業,學分,多輪追問",中,
K00493,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「低收入戶學生學雜費減免標準」這類問題，標準回答可整理為：符合法定低收入戶資格者學雜費全免；中低收入戶依比例減免。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第67筆FAQ,"FAQ,低收入戶學生學雜費減免標準",高,
K00494,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「低收入戶學生學雜費減免標準」後需要更具體說明，聊天機器人可先提供標準答案「符合法定低收入戶資格者學雜費全免；中低收入戶依比例減免。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第67筆FAQ,"FAQ,多輪追問",中,
K00495,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「學校有提供宿舍嗎？住宿費多少」這類問題，標準回答可整理為：有一系列校內外宿舍，一學期費用依房型約1萬多至3萬多不等。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第68筆FAQ,"FAQ,學校有提供宿舍嗎？住宿費多少",高,
K00496,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「學校有提供宿舍嗎？住宿費多少」後需要更具體說明，聊天機器人可先提供標準答案「有一系列校內外宿舍，一學期費用依房型約1萬多至3萬多不等。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第68筆FAQ,"FAQ,多輪追問",中,
K00497,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「大陸生或外籍生的學雜費一樣嗎」這類問題，標準回答可整理為：不一樣，境外生（含陸生、外籍生）的收費基準通常較本地生高。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第69筆FAQ,"FAQ,大陸生或外籍生的學雜費一樣嗎",高,
K00498,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「大陸生或外籍生的學雜費一樣嗎」後需要更具體說明，聊天機器人可先提供標準答案「不一樣，境外生（含陸生、外籍生）的收費基準通常較本地生高。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第69筆FAQ,"FAQ,多輪追問",中,
K00499,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「繳費收據遺失怎麼辦」這類問題，標準回答可整理為：可至台新銀行學雜費入口網，自行下載並列印繳費證明書。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第70筆FAQ,"FAQ,繳費收據遺失怎麼辦",高,
K00500,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「繳費收據遺失怎麼辦」後需要更具體說明，聊天機器人可先提供標準答案「可至台新銀行學雜費入口網，自行下載並列印繳費證明書。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第70筆FAQ,"FAQ,多輪追問",中,
K00501,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「就學貸款的利息誰負擔」這類問題，標準回答可整理為：依年收入而定，標準內由政府全額補貼在學利息，畢業滿一年後自付利息。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第71筆FAQ,"FAQ,就學貸款的利息誰負擔",高,
K00502,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「就學貸款的利息誰負擔」後需要更具體說明，聊天機器人可先提供標準答案「依年收入而定，標準內由政府全額補貼在學利息，畢業滿一年後自付利息。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第71筆FAQ,"FAQ,多輪追問",中,
K00503,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「轉學生的學雜費收費標準」這類問題，標準回答可整理為：與同屆在學生收費標準相同。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第72筆FAQ,"FAQ,轉學生的學雜費收費標準",高,
K00504,Academic Knowledge Base,邊界案例FAQ,身分轉換追問,若學生在詢問「轉學生的學雜費收費標準」後追問個人能否適用，應結合標準答案「與同屆在學生收費標準相同。」並提醒抵免或認列須依系上審查與最新公告為準。,聊天機器人/RAG,FAQ＋身分轉換推演,東吳資科常見問題彙整(2).csv,第72筆FAQ,"轉學生,雙主修,輔系,抵免",中,
K00505,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「有沒有分期付款繳學費的方案」這類問題，標準回答可整理為：可利用信用卡繳費之分期功能，或向學校申請延緩繳費。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第73筆FAQ,"FAQ,有沒有分期付款繳學費的方案",高,
K00506,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「有沒有分期付款繳學費的方案」後需要更具體說明，聊天機器人可先提供標準答案「可利用信用卡繳費之分期功能，或向學校申請延緩繳費。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第73筆FAQ,"FAQ,多輪追問",中,
K00507,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「如果有雙主修，學雜費會增加嗎」這類問題，標準回答可整理為：大學部學雜費為定額，雙主修不加收學費，但若延畢則依學分數計費。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第74筆FAQ,"FAQ,如果有雙主修，學雜費會增加嗎",高,
K00508,Academic Knowledge Base,邊界案例FAQ,身分轉換追問,若學生在詢問「如果有雙主修，學雜費會增加嗎」後追問個人能否適用，應結合標準答案「大學部學雜費為定額，雙主修不加收學費，但若延畢則依學分數計費。」並提醒抵免或認列須依系上審查與最新公告為準。,聊天機器人/RAG,FAQ＋身分轉換推演,東吳資科常見問題彙整(2).csv,第74筆FAQ,"轉學生,雙主修,輔系,抵免",中,
K00509,Academic Knowledge Base,FAQ知識化,原始FAQ轉知識,針對「讀資料科學系需要自備筆電嗎」這類問題，標準回答可整理為：必備。建議記憶體至少 16G，且重量輕便於攜帶。,聊天機器人/RAG,原始FAQ,東吳資科常見問題彙整(2).csv,第75筆FAQ,"FAQ,讀資料科學系需要自備筆電嗎",高,
K00510,Academic Knowledge Base,多輪追問知識,一般FAQ追問,若學生在詢問「讀資料科學系需要自備筆電嗎」後需要更具體說明，聊天機器人可先提供標準答案「必備。建議記憶體至少 16G，且重量輕便於攜帶。」，再引導學生補充入學年度、年級、身分別或目前修課狀態。,聊天機器人/RAG,FAQ＋生成追問策略,東吳資科常見問題彙整(2).csv,第75筆FAQ,"FAQ,多輪追問",中,
