knowledge_id,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K00236,多輪追問知識,專題追問,學生若已詢問「指導教師媒合」並追問下一步，聊天機器人應引導學生確認系上公告時程、繳交文件、指導教師要求與是否需向系辦補件。,聊天機器人/RAG,專題實作辦法＋生成追問策略,東吳大學資料科學系專題實作辦法_114.03.25.pdf,多輪問答設計,"專題,指導教師媒合,多輪追問",高,
K00237,多輪追問知識,專題追問,學生若已詢問「成果發表」並追問下一步，聊天機器人應引導學生確認系上公告時程、繳交文件、指導教師要求與是否需向系辦補件。,聊天機器人/RAG,專題實作辦法＋生成追問策略,東吳大學資料科學系專題實作辦法_114.03.25.pdf,多輪問答設計,"專題,成果發表,多輪追問",高,
K00238,多輪追問知識,專題追問,學生若已詢問「期中報告」並追問下一步，聊天機器人應引導學生確認系上公告時程、繳交文件、指導教師要求與是否需向系辦補件。,聊天機器人/RAG,專題實作辦法＋生成追問策略,東吳大學資料科學系專題實作辦法_114.03.25.pdf,多輪問答設計,"專題,期中報告,多輪追問",高,
K00239,多輪追問知識,專題追問,學生若已詢問「期末報告」並追問下一步，聊天機器人應引導學生確認系上公告時程、繳交文件、指導教師要求與是否需向系辦補件。,聊天機器人/RAG,專題實作辦法＋生成追問策略,東吳大學資料科學系專題實作辦法_114.03.25.pdf,多輪問答設計,"專題,期末報告,多輪追問",高,
K00240,多輪追問知識,專題追問,學生若已詢問「海報」並追問下一步，聊天機器人應引導學生確認系上公告時程、繳交文件、指導教師要求與是否需向系辦補件。,聊天機器人/RAG,專題實作辦法＋生成追問策略,東吳大學資料科學系專題實作辦法_114.03.25.pdf,多輪問答設計,"專題,海報,多輪追問",高,
K00241,多輪追問知識,專題追問,學生若已詢問「簡介影片」並追問下一步，聊天機器人應引導學生確認系上公告時程、繳交文件、指導教師要求與是否需向系辦補件。,聊天機器人/RAG,專題實作辦法＋生成追問策略,東吳大學資料科學系專題實作辦法_114.03.25.pdf,多輪問答設計,"專題,簡介影片,多輪追問",高,
K00242,多輪追問知識,專題追問,學生若已詢問「國科會個人專題」並追問下一步，聊天機器人應引導學生確認系上公告時程、繳交文件、指導教師要求與是否需向系辦補件。,聊天機器人/RAG,專題實作辦法＋生成追問策略,東吳大學資料科學系專題實作辦法_114.03.25.pdf,多輪問答設計,"專題,國科會個人專題,多輪追問",高,
K00243,多輪追問知識,專題追問,學生若已詢問「評分方式」並追問下一步，聊天機器人應引導學生確認系上公告時程、繳交文件、指導教師要求與是否需向系辦補件。,聊天機器人/RAG,專題實作辦法＋生成追問策略,東吳大學資料科學系專題實作辦法_114.03.25.pdf,多輪問答設計,"專題,評分方式,多輪追問",高,
K00244,企業實習,實習價值,企業實習能讓學生將課堂所學應用於職場，累積實戰能力。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,實習價值",高,
K00245,企業實習,實習價值,企業實習有助於學生提早探索產業生態，找到適合自己的職涯方向。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,實習價值",高,
K00246,企業實習,課程認可,系上與合作企業簽約後，實習可認定為正式選修課程「企業實習(一)(二)」。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,課程認可",高,
K00247,企業實習,學分機制,完成實習並繳交規定資料後，可取得2學分。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,學分機制",高,
K00248,企業實習,實習方式,實習可分為透過系上課程實習與自行洽談實習兩種方式。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,實習方式",高,
K00249,企業實習,課程實習,透過系上課程實習可取得正式課程學分，並有輔導老師協助。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,課程實習",高,
K00250,企業實習,自行實習,自行與企業洽談實習較彈性，但不計入選修學分，學校不介入合約安排。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,自行實習",高,
K00251,企業實習,實習時數,課程實習每學期時數上限為160小時。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,實習時數",高,
K00252,企業實習,學分上限,即使實習超過160小時，仍至多取得2學分。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,學分上限",高,
K00253,企業實習,實習期間,企業實習安排於大四上或大四下學期。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,實習期間",高,
K00254,企業實習,三方合約,實習前學生、企業與學校需三方簽署正式合約。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,三方合約",高,
K00255,企業實習,行前說明,實習前須參加行前輔導說明會。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,行前說明",高,
K00256,企業實習,切結書,課程開始前必須簽署實習學生切結書。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,切結書",高,
K00257,企業實習,職場規範,實習學生應依合約時間準時報到，請假須提前告知並取得主管同意。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,職場規範",高,
K00258,企業實習,保密義務,學生對實習機構內部資訊與業務資料負有保密責任。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,保密義務",高,
K00259,企業實習,合約履行,完成160小時後不能單方面要求提前解除合約。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,合約履行",高,
K00260,企業實習,中止流程,任何中止實習的決定，須經學生、學校、企業三方共同同意。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,中止流程",高,
K00261,企業實習,成績評定,實習成績包含實習單位評分40%、期中/期末實習週誌20%、實習影片20%、實習成果報告20%。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,成績評定",高,
K00262,企業實習,資料繳交,實習七項資料缺任一項，成績視為作廢。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,資料繳交",高,
K00263,企業實習,緊急處理,實習遇到問題時，學生應先記錄狀況並聯絡輔導老師，由老師協助與企業溝通。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,緊急處理",高,
K00264,企業實習,保險,系上已為所有實習學生辦理團體保險。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,保險",高,
K00265,企業實習,媒合流程,實習媒合通常包含系上公告職缺、學生報名投遞、企業面試、三方簽約與開始實習。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,實習行前說明,"實習,媒合流程",高,
K00266,邊界案例FAQ,實習-邊界案例,學生做滿160小時後，若合約期間尚未結束，不能自行離開，仍需依合約繼續實習。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,依實習行前說明推演,"實習,邊界案例",高,
K00267,邊界案例FAQ,實習-邊界案例,學生若與主管不合，不能自行換部門或換公司，應先回報輔導老師由學校協調。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,依實習行前說明推演,"實習,邊界案例",高,
K00268,邊界案例FAQ,實習-邊界案例,企業若要求學生從事違法或不在合約範圍內的工作，學生應婉拒並立即回報輔導老師。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,依實習行前說明推演,"實習,邊界案例",高,
K00269,邊界案例FAQ,實習-邊界案例,學生若少交任何一項實習資料，該次實習成績可能視為作廢，無法取得學分。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,依實習行前說明推演,"實習,邊界案例",高,
K00270,邊界案例FAQ,實習-錯誤認知,學生若以為完成時數就一定拿得到學分，這是錯誤認知；仍需完成作業、報告、影片與企業評分等要求。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,依實習行前說明推演,"實習,錯誤認知",高,
K00271,邊界案例FAQ,實習-錯誤認知,自行洽談的實習不等於課程實習，通常不計入企業實習選修學分。,大四學生,資料科學系企業實習行前說明,01-資科系_實習行前說明__2 (1150407)(1).pdf,依實習行前說明推演,"實習,錯誤認知",高,
